mid,name,rank,birthd0y,sign,level,vipType,vipStatus,following,fans
631613269,'hedresound',10000,0,0,1,1,0,23,0
631613277,'bili_29014637855',5000,0,0,0,0,0,266,0
631613279,'bili_29117135707',5000,0,0,0,0,0,1,0
631613280,'bili_94834422501',5000,0,0,0,0,0,1,0
631613287,'星月海河',5000,0,0,0,1,0,0,0
631613288,'WwXxLL_999999999',10000,0,0,0,0,0,2,0
631613290,'bili_93358481533',5000,0,0,0,0,0,1,0
631613297,'bili_98600096766',5000,0,0,0,0,0,1,0
631613299,'飞衡白',10000,0,0,0,0,0,16,0
631613303,'平安杨奇',10000,0,0,0,1,0,0,0
631613305,'蓝小居',10000,0,0,0,1,0,2,0
631613311,'bili_98400187267',10000,0,0,0,1,0,0,0
631613313,'月落不语',10000,0,0,1,0,0,204,0
631613319,'bili_43444903723',5000,0,0,0,0,0,1,0
631613323,'慵懒姑娘',10000,0,1,1,0,0,2,0
631613328,'齐殿天侠',10000,0,0,0,0,0,4,0
631613329,'hsbnis',10000,0,0,0,1,0,12,1
631613330,'气死你和齐司礼',10000,0,0,1,0,0,69,3
631613331,'只爱椒',10000,1,0,0,0,0,20,0
631613339,'bili_98504622805',5000,0,0,0,0,0,1,0
631613341,'埃妮尔',10000,0,0,1,0,0,126,0
631613342,'恶龙之恶',5000,0,0,0,1,0,5,1
631613354,'bili_41916536149',5000,0,0,0,0,0,1,0
631613357,'bili_76353333542',10000,0,0,0,0,0,0,0
631613371,'469783',10000,0,1,1,0,0,919,2
631613386,'bili_98661151276',5000,0,0,0,0,0,1,0
631613388,'沉星E',5000,0,0,0,0,0,16,0
631613390,'bili_82262854298',5000,0,0,0,0,0,17,0
631613391,'二一圹',10000,1,0,1,0,0,51,0
631613392,'bili_19198278175',5000,0,0,0,0,0,8,0
631613394,'我永远喜欢薇尔小姐',10000,1,0,1,2,1,40,1
631613412,'哈拉少年不',10000,0,0,1,0,0,1,0
631613414,'临树生风',10000,0,0,0,0,0,31,3
631613420,'bili_27794896544',5000,0,0,0,0,0,1,0
631613425,'123qwwwee',5000,0,0,0,0,0,1,0
631613437,'bili_64125550950',10000,0,0,0,0,0,1,0
631613439,'bili_60210844636',5000,0,0,0,0,0,1,0
631613442,'-小甜爱睡觉',10000,0,0,0,0,0,0,156
631613444,'顾沫沫gy',10000,0,0,0,0,0,3,0
631613445,'bili_43700078887',10000,0,0,0,0,0,4,0
631613446,'煋電',10000,0,0,0,0,0,19,0
631613447,'木鱼大咖',10000,0,0,1,0,0,23,0
631613452,'bili_44816409961',5000,0,0,0,0,0,1,0
631613460,'bili_31983148628',5000,0,0,0,0,0,1,0
631613472,'bili_57140435497',5000,0,0,0,0,0,1,0
631613481,'freshMivla',10000,0,1,1,1,0,57,0
631613486,'bili_39616075644',10000,0,0,0,0,0,2,0
631613487,'哈哈就是酱紫',10000,0,0,0,0,0,3,0
631613499,'bili_51999258712',5000,0,0,0,0,0,1,0
631613500,'bili_92618662324',5000,0,0,0,0,0,1,0
631613507,'杺辰',10000,0,0,1,0,0,46,0
631613509,'正经人谁取名字a',10000,0,0,1,2,1,217,0
631613510,'bili_56596524344',10000,0,0,0,0,0,1,0
631613515,'bili_86826727983',10000,0,0,1,1,1,11,0
631613516,'羽毛2012',10000,0,0,0,0,0,4,0
631613517,'bili_77544256760',5000,0,0,0,0,0,1,0
631613531,'bili_54443666981',5000,0,0,0,0,0,3,0
631613533,'明明的男孩',10000,0,1,0,0,0,1,0
631613548,'淡灬丿雨',10000,0,0,0,0,0,1,0
631613557,'小涵不再emo',10000,1,0,1,0,0,257,0
631613563,'bili_31822293700',5000,0,0,0,0,0,2,0
631613573,'阿巴阿巴漫剪',10000,0,1,1,1,0,5,0
631613574,'bili_88067163935',10000,0,0,0,0,0,2,0
631613582,'左洝',10000,0,1,1,1,1,1421,4
631613592,'bili_80376344893',5000,0,0,0,0,0,1,0
631613593,'bili_13127819209',5000,0,0,0,0,0,7,0
631613604,'GGGGG-Dragon8',10000,0,0,0,0,0,18,0
631613605,'荧光大猪蹄子',10000,0,0,1,1,0,59,0
631613610,'12333552',10000,0,1,1,0,0,51,3
631613615,'bili_38907482282',5000,0,0,0,0,0,2,0
631613618,'bili_94149157311',5000,0,0,0,0,0,22,0
631613628,'华少123456566',10000,0,0,0,0,0,6,0
631613636,'我用鲁班上王者',10000,0,0,0,0,0,2,0
631613641,'少年小锦时',10000,1,0,1,0,0,91,0
631613644,'bili_26705832828',10000,0,0,0,1,0,3,0
631613652,'bili_78342335342',5000,0,0,0,0,0,1,0
631613655,'bili_96291253084',5000,0,0,0,0,0,2,0
631613665,'小小水马567',10000,0,0,1,1,0,17,1
631613667,'朱迪美女',5000,1,0,0,0,0,2,0
631613670,'bili_89406901078',10000,0,0,0,0,0,2,0
631613671,'一笑ddddd',10000,0,0,0,1,0,17,0
631613672,'涵空シ',10000,0,1,1,1,0,27,0
631613686,'bili_88262459088',10000,0,0,0,0,0,5,0
631613688,'自变美好',10000,0,0,0,0,0,94,0
631613691,'bili_27237527599',5000,0,0,0,0,0,2,0
631613697,'bili_86910965056',5000,0,0,0,0,0,3,0
631613704,'暮光-风',10000,0,0,0,0,0,2,0
631613710,'绿豆53',10000,0,0,1,1,0,88,5
631613722,'wang688123',10000,0,0,0,0,0,1,0
631613726,'bili_52091080393',10000,0,0,0,0,0,11,0
631613736,'bili_29308154882',10000,0,0,0,0,0,2,0
631613753,'bili_56621189233',5000,0,0,0,0,0,1,0
631613772,'高冉i',10000,0,0,0,0,0,31,0
631613775,'超高专级の咒术师',10000,1,1,1,1,0,28,2
631613782,'小张爱吃雪糕糕',5000,0,0,0,0,0,2,0
631613783,'bili_10990507870',5000,0,0,0,0,0,4,0
631613785,'玛卡瑞翋',10000,0,0,0,1,0,65,1
631613786,'哦可哦可啊呀',10000,0,0,1,0,0,0,0
631613791,'抱抱纸皮',10000,0,0,1,0,0,92,1
631613793,'待我穿越回去灭了英语',10000,0,1,1,1,0,231,3
631613795,'bili_56521285041',5000,0,0,0,0,0,1,0
631613796,'bili_16513119666',5000,0,0,0,0,0,9,0
631613798,'bili_61167109278',5000,0,0,0,0,0,2,0
631613805,'bili_32521265339',5000,0,0,0,0,0,2,0
631613808,'找不到又注册一个',10000,0,0,0,0,0,20,0
631613809,'德云7队小仙女',5000,0,0,0,1,0,3,0
631613813,'bilibili',5000,0,1,0,0,0,0,0
631613815,'bili_38628689916',5000,0,0,0,0,0,1,0
631613820,'bili_70946681615',5000,0,0,0,0,0,1,0
631613824,'bili_95347712143',5000,0,0,0,0,0,6,0
631613825,'荒野乱斗忠诚粉丝',10000,0,0,0,0,0,21,0
631613828,'bili_18829655961',5000,0,0,0,0,0,5,0
631613831,'景色水瓶',10000,0,0,0,0,0,7,0
631613844,'啊铁家的母牛',10000,0,0,1,1,0,78,1
631613862,'周plus-Max',10000,0,0,0,0,0,36,0
631613864,'与山间云雨共温柔',10000,0,1,1,0,0,14,0
631613865,'bili_94810322559',5000,0,0,0,0,0,2,0
631613866,'我的世界不会玩啊',10000,0,0,0,0,0,10,0
631613868,'bili_18964644881',5000,0,0,0,0,0,1,0
631613873,'墨羽浅笑',10000,0,0,0,0,0,22,0
631613875,'bili_34628615541',5000,0,0,0,1,0,11,0
631613878,'bili_40155745193',10000,0,0,0,0,0,0,0
631613882,'有你---',10000,0,0,1,0,0,24,0
631613883,'bili_66523050819',10000,1,0,0,1,0,3,0
631613892,'bili_11940207697',5000,0,0,0,0,0,2,0
631613893,'bili_90762119043',5000,0,0,0,0,0,1,0
631613895,'小暄崽汁-',10000,0,0,0,1,0,0,0
631613900,'bili_87046551524',5000,0,0,0,0,0,1,0
631613903,'bili_29007042545',5000,0,0,0,0,0,7,0
631613908,'bili_74506761625',5000,0,0,0,0,0,10,0
631613911,'bili_66905770038',10000,0,0,0,1,0,13,0
631613916,'bili_28526483033',5000,0,0,0,0,0,1,1
631613921,'bili_30610872003',5000,0,0,0,0,0,1,0
631613922,'bili_34966450164',10000,0,0,0,0,0,0,0
631613923,'bili_34378722625',5000,0,0,0,1,0,6,0
631613927,'纳米机器人',10000,0,0,1,1,1,94,1
631613932,'bili_65302526946',5000,0,0,0,0,0,10,0
631613938,'神K杰洛特',10000,1,0,1,1,0,28,2
631613941,'bili_49166568106',10000,0,0,0,0,0,6,0
631613942,'bili_82472741157',10000,0,0,0,0,0,4,0
631613947,'是纡洺捺',10000,0,0,0,1,0,16,0
631613949,'春黎spring',10000,0,0,1,2,1,97,0
631613965,'bili_22247177106',5000,0,0,0,0,0,4,0
631613972,'幕后老Liang',10000,0,0,0,0,0,5,0
631613976,'guxin瑶',10000,0,0,0,0,0,1,0
631613978,'bili_12973576597',5000,0,0,0,0,0,1,0
631613980,'A秋秋妍',5000,0,0,0,0,0,1,0
631613982,'SPC-999',10000,0,1,0,0,0,46,4
631613989,'fhjctgjk',10000,0,0,1,0,0,27,1
631613995,'Zoiyy',5000,1,0,0,0,0,0,0
631613999,'bili_54369737015',5000,0,0,0,0,0,50,1
631614002,'Sjbdhsj',5000,0,0,0,0,0,1,0
631614010,'bili_29708302374',10000,0,0,0,0,0,0,0
631614011,'小涵同学要努力',10000,0,1,0,0,0,3,0
631614012,'豆豆小屋DD',5000,0,0,0,0,0,1,0
631614015,'bili_52768831092',5000,0,0,0,0,0,6,0
631614021,'bili_12748146344',10000,0,0,1,0,0,10,0
631614029,'棱渊',10000,1,1,1,1,0,298,1
631614033,'没有梦想的橙子皮',10000,1,0,1,1,0,10,0
631614039,'哞哞怪的小羊咩咩',10000,0,0,1,2,1,60,1
631614044,'bili_27093803139',5000,0,0,0,0,0,1,0
631614047,'枕上有书---',10000,0,0,0,0,0,18,0
631614050,'勤奋的花卷妈妈',5000,0,0,0,0,0,18,1
631614055,'赫敏嘟嘟嘟嘟',10000,0,0,0,0,0,1,0
631614058,'bili_89821865046',5000,0,0,0,0,0,1,0
631614074,'bili_62318376995',10000,0,0,0,0,0,5,0
631614077,'DQ腊蹄子',10000,0,0,0,1,0,7,0
631614080,'叫姐姐干就斤斤计较',5000,0,0,0,0,0,3,0
631614092,'bili_41793644262',5000,0,0,0,1,0,1,0
631614093,'我爱邦信CP',5000,0,0,0,0,0,1,0
631614100,'刻晴之畜',10000,1,1,1,0,0,44,2
631614101,'这是我的大哥',10000,0,1,1,1,0,68,19
631614105,'bili_50170067233',5000,0,0,0,0,0,1,0
631614111,'花木木520',5000,0,1,0,0,0,1,5
631614112,'bili_46077906363',10000,0,0,1,0,0,5,0
631614113,'画意熙ぁ',5000,0,0,0,0,0,1,0
631614115,'bili_57190609856',5000,0,0,0,0,0,1,0
631614116,'bili_11128658933',10000,1,0,0,1,1,1,0
631614118,'花思见明路',10000,0,0,0,0,0,0,0
631614120,'bili_25180816681',5000,0,0,0,0,0,1,0
631614121,'Redemption_n',10000,1,0,1,1,0,192,3
631614128,'月酱孑然一人',5000,0,0,0,0,0,1,0
631614131,'bili_44323529618',5000,0,0,0,0,0,6,0
631614133,'沉默的巨人188',5000,0,0,0,0,0,2,0
631614135,'工藤シージ',10000,0,0,0,0,0,53,0
631614140,'bili_85475701627',10000,0,0,0,0,0,2,0
631614154,'bili_78693057781',10000,0,0,0,0,0,0,0
631614155,'待几天就好',5000,0,0,0,0,0,1,0
631614168,'bili_14386032325',5000,0,0,0,0,0,1,0
631614169,'qetyrtr',5000,0,0,0,0,0,1,0
631614170,'bili_71044067763',5000,0,0,0,0,0,3,0
631614171,'开朗可爱活泼的仙女',5000,0,1,0,0,0,1,0
631614176,'bili_69435396609',5000,0,0,0,0,0,1,0
631614177,'bili_72381788737',5000,0,0,0,1,1,1,0
631614186,'吉娜心Yedda',5000,0,0,0,0,0,16,0
631614190,'被雷炸死也要绑走Sakura',10000,0,0,0,1,0,8,0
631614192,'黑兔KK',5000,0,1,0,0,0,13,0
631614197,'可爱的LuoziYi啊',10000,0,0,0,0,0,4,0
631614203,'A沐澈',5000,0,1,0,0,0,0,0
631614205,'bili_58964321451',5000,0,0,0,0,0,2,0
631614213,'归雪无痕',10000,0,0,1,1,0,307,3
631614220,'绝世小熊嗨灿妮',10000,0,1,0,0,0,10,1
631614225,'bili_83421769294',10000,0,0,0,0,0,10,0
631614228,'张小帅OvO',10000,0,0,1,2,1,100,0
631614229,'干饭且四碗',10000,0,0,1,1,0,9,0
631614234,'bili_56998009775',10000,0,0,0,0,0,0,0
631614236,'火树银花785',10000,0,0,0,0,0,9,0
631614244,'bili_33894522780',5000,0,0,0,1,1,1,0
631614254,'是是是是是是和',10000,0,0,0,1,0,1,0
631614257,'bili_56254159740',5000,0,0,0,1,0,3,0
631614265,'bili_20344922897',10000,0,0,0,0,0,0,0
631614269,'罗远鹏',10000,0,0,0,1,0,6,0
631614272,'星座屋子',10000,0,1,0,0,0,1,2
631614273,'bili_54014901993',5000,0,0,0,0,0,2,0
631614276,'tak6344',10000,0,0,0,0,0,0,0
631614280,'大轩轩轩轩i',10000,0,0,0,0,0,1,0
631614283,'bili_35390952248',5000,0,0,0,0,0,8,0
631614286,'Wxy868',10000,0,0,0,0,0,2,0
631614289,'魈站在石头上',10000,0,0,1,1,0,603,3
631614292,'bili_49867847002',5000,0,0,0,1,0,2,0
631614294,'bili_48881174394',5000,0,0,0,0,0,1,0
631614298,'So_COll',10000,0,0,1,0,0,1,0
631614299,'bili_75565233570',10000,0,0,1,0,0,30,0
631614300,'bili_84917908710',5000,0,0,0,0,0,1,0
631614305,'超群m',10000,0,0,0,1,0,7,0
631614317,'暖雪兔',10000,0,0,0,0,0,1,0
631614325,'bili_28667831947',5000,0,0,0,0,0,8,0
631614328,'共吃吃吃',10000,0,1,1,1,1,1931,7
631614341,'bili_41277079293',5000,0,0,0,0,0,2,0
631614347,'一只热爱坦克的骨二号',10000,1,1,1,0,0,319,8
631614351,'bili_93079156185',5000,0,0,0,0,0,1,0
631614353,'吾以青衫湿',10000,1,1,0,0,0,2,0
631614354,'bili_58096872334',5000,0,0,0,0,0,3,0
631614356,'hgfcggfv',10000,0,0,0,1,0,4,0
631614358,'bili_98440930866',5000,0,0,0,0,0,1,0
631614359,'bili_82395748437',10000,0,0,0,0,0,2,0
631614364,'bili_22357712369',10000,0,0,0,0,0,0,0
631614382,'bili_11459466994',5000,0,0,0,1,0,22,0
631614392,'rrr1010',5000,0,0,0,0,0,173,0
631614395,'bili_72644503587',10000,0,0,0,0,0,3,0
631614400,'栩霄_xu',10000,0,0,0,0,0,25,0
631614404,'bili_75357747395',5000,0,0,0,1,1,14,0
631614408,'bili_36956725363',10000,0,0,0,0,0,2,0
631614409,'柒月棋棋怪',10000,1,0,0,0,0,21,0
631614416,'uuurong',5000,0,0,0,0,0,1,0
631614425,'bili_92039758904',5000,0,0,0,0,0,25,0
631614427,'saneess',10000,1,1,1,0,0,476,7
631614438,'bili_15244582772',5000,0,0,0,0,0,4,0
631614447,'bili_99624231020',5000,0,0,0,0,0,3,0
631614454,'单杺',10000,0,0,0,0,0,4,0
631614458,'吕淳罡',10000,0,0,1,1,0,14,0
631614473,'人脸小可爱组撒啦',10000,0,0,0,0,0,3,0
631614479,'奥隆',5000,0,0,0,0,0,1,0
631614485,'bili_13721670435',5000,0,0,0,0,0,1,0
631614488,'bili_47774038414',5000,0,0,0,0,0,1,0
631614489,'柱子玩秋水',10000,0,0,1,0,0,590,19
631614490,'bili_631614490',10000,0,0,0,1,0,1,0
631614495,'bili_54321678683',5000,0,0,0,1,0,0,0
631614499,'春风吹散满洛城',5000,0,0,0,0,0,3,1
631614515,'墨-璃-笙',10000,0,0,0,0,0,1,0
631614520,'啊啊啊尔卑斯',10000,1,1,1,0,0,222,0
631614535,'3轩轩轩4',5000,1,0,0,1,0,3,0
631614551,'嘎吱咖喱哔哔',10000,0,0,0,1,0,2,0
631614556,'妖娆1818',10000,0,0,0,0,0,0,0
631614557,'bili_35291197073',5000,0,0,0,0,0,9,0
631614558,'纯朴的猫',10000,0,0,0,1,0,7,1
631614561,'bili_21170073550',5000,0,0,0,0,0,4,0
631614562,'bili_45469085749',5000,0,0,0,0,0,24,0
631614563,'bili_18099395418',5000,0,0,0,0,0,1,0
631614565,'bili_92742482551',5000,0,0,0,0,0,13,0
631614568,'bili_88267420644',5000,0,0,0,1,0,1,0
631614570,'bili_91504983282',5000,0,0,0,0,0,11,0
631614577,'bili_27877211370',5000,0,0,0,1,0,0,0
631614579,'bili_20758285577',10000,0,0,0,2,1,0,0
631614592,'bili_89198693336',10000,1,0,1,1,0,267,2
631614615,'bili_85541062189',5000,0,0,0,0,0,71,3
631614625,'bili_88150281240',5000,0,0,0,1,0,13,0
631614631,'gemininao',10000,0,1,0,0,0,25,0
631614636,'bili_78984789713',5000,0,0,0,0,0,24,0
631614638,'华仔41319',5000,0,1,0,0,0,31,0
631614641,'bsyolo',10000,0,0,0,0,0,12,0
631614643,'Pre_cious',10000,1,0,1,0,0,148,1
631614645,'bili_63644810847',5000,0,0,0,0,0,1,0
631614650,'星静天尘',10000,1,1,1,2,1,156,1
631614651,'bili_45267690285',5000,0,0,0,0,0,1,0
631614654,'糝湯',5000,0,0,0,0,0,1,0
631614657,'bili_61059883016',10000,0,0,0,0,0,0,0
631614658,'晓文仙',10000,0,0,1,0,0,13,0
631614659,'bili_59729710956',5000,0,0,0,0,0,1,0
631614671,'bili_64881265654',5000,0,0,0,1,0,1,0
631614679,'bili_93848942547',10000,0,0,0,0,0,2,0
631614689,'bili_37586314724',5000,0,0,0,0,0,1,0
631614692,'bili_25419486938',10000,0,0,0,0,0,0,0
631614693,'吉祥有我',10000,0,0,0,0,0,3,0
631614697,'bili_12540546594',5000,0,0,0,1,0,0,0
631614699,'是猴子酱呀',10000,0,0,0,0,0,29,0
631614700,'bili_40673777059',5000,0,0,0,0,0,4,0
631614707,'bili_71930044406',5000,0,0,0,0,0,2,0
631614718,'柒兮啊',5000,0,0,0,0,0,18,0
631614734,'这就是你说的青春吗',10000,0,1,1,0,0,21,0
631614741,'新款男士牛仔裤',10000,0,0,0,0,0,0,0
631614745,'斗罗大陆99级封号饼桶',10000,1,1,1,1,0,59,390
631614746,'bili_58235777188',5000,1,0,0,0,0,48,0
631614750,'欣欣纸ya',10000,0,0,0,0,0,3,0
631614756,'日落时分去看海',10000,0,0,0,0,0,10,0
631614762,'小好720',10000,0,0,0,0,0,27,0
631614768,'bili_99781494785',5000,0,0,0,0,0,1,0
631614784,'bili_78572212071',10000,0,0,0,0,0,0,0
631614790,'bili_14954643759',5000,0,0,0,0,0,1,0
631614791,'bili_65713325040',5000,0,0,0,0,0,1,0
631614795,'正在密谋绑架某龙',10000,1,0,1,2,1,404,1
631614813,'yyyyyyy蕾',5000,0,0,0,0,0,2,1
631614818,'bili_41858927279',5000,0,0,0,0,0,24,0
631614819,'bili_55865617145',5000,0,0,0,1,0,1,0
631614830,'fghbvcr',10000,1,1,1,0,0,6,0
631614837,'bili_47590805367',5000,0,0,0,0,0,2,0
631614854,'森森的旺仔牛奶',10000,1,1,0,0,0,22,1
631614855,'月亮落在袋里了',10000,0,0,1,0,0,285,1
631614857,'bili_33009037345',10000,0,0,0,0,0,1,0
631614869,'槿昼Amanda',10000,0,0,1,1,0,210,3
631614879,'叭巴拉呗叭',10000,0,0,0,0,0,5,0
631614881,'清蒸小鹿包',10000,1,0,1,0,0,56,2
631614883,'嗯嗯好的亲们举报',10000,0,0,1,0,0,13,0
631614887,'五行缺千q',5000,0,0,0,0,0,12,0
631614888,'cj66666999',5000,0,0,0,0,0,1,0
631614891,'i小悦i',10000,0,0,0,0,0,7,0
631614898,'czzzyf',10000,0,0,0,0,0,1,1
631614899,'何妨醉倒',5000,0,0,0,0,0,5,0
631614905,'出彩中国人o',10000,1,0,1,1,0,317,4
631614925,'vae小老弟',10000,0,0,1,0,0,0,0
631614926,'Robonaut',10000,0,0,1,0,0,8,0
631614927,'椒盐翅尖',10000,0,1,1,1,0,3,1
631614930,'bili_94493289237',10000,0,0,1,0,0,167,0
631614933,'bili_92886421171',5000,0,0,0,0,0,1,0
631614934,'bili_86821094966',5000,0,0,0,0,0,8,0
631614935,'bili_21621918559',5000,0,0,0,0,0,8,0
631614936,'bili_77854159971',5000,0,0,0,0,0,3,0
631614939,'bili_76270279291',10000,0,0,0,1,0,4,0
631614940,'bili_36821381161',5000,0,0,0,0,0,3,0
631614941,'關812',5000,0,0,0,0,0,1,0
631614942,'bili_84326474871',5000,0,0,0,0,0,1,0
631614944,'bili_57452047966',5000,0,0,0,0,0,4,0
631614950,'每天都喝八杯洁厕灵',10000,0,0,1,1,0,6,0
631614961,'bili_85472487786',5000,0,0,0,0,0,2,0
631614965,'wv希vw',10000,0,0,1,0,0,46,0
631614966,'bili_64577409634',5000,0,0,0,0,0,1,0
631614967,'Sunny115533',10000,0,0,0,0,0,7,0
631614968,'Aimi_smile',10000,0,0,0,0,0,0,0
631614970,'bili_43252110823',10000,0,0,0,0,0,8,0
631614973,'WoundedZombie',10000,0,0,1,0,0,79,1
631614974,'bili_77333884557',5000,0,0,0,1,0,3,0
631614978,'bili_15441153471',5000,0,0,0,0,0,1,0
631614987,'路过的小风子',10000,0,0,1,0,0,211,0
631614995,'bili_66008905443',10000,0,0,0,0,0,1,0
631615004,'玖佰二十壹颗倩星星',10000,0,0,1,0,0,18,0
631615009,'太和也流年',10000,0,0,0,1,0,0,0
631615018,'bili_63092756829',10000,0,0,0,1,0,0,0
631615019,'bili_50646015396',5000,0,0,0,0,0,15,0
631615028,'bili_51971524819',10000,0,0,0,0,0,0,0
631615035,'bili_78769068752',10000,0,0,0,1,0,1,0
631615041,'白切雞l',10000,0,0,1,0,0,65,2
631615042,'阿泰超可爱',5000,0,0,0,0,0,16,0
631615048,'火星人小轩轩',5000,0,1,0,0,0,3,0
631615052,'不爱钱的匹诺曹',10000,0,1,1,0,0,45,1
631615055,'bili_89342958904',5000,0,0,0,0,0,2,0
631615059,'bili_57835244830',5000,0,0,0,0,0,1,0
631615062,'嘿嚯哈嚯',5000,0,0,0,0,0,2,0
631615066,'bili_24949509859',5000,0,0,0,0,0,2,0
631615070,'bili_45389665116',5000,0,0,0,0,0,26,2
631615075,'bili_20078562841',5000,0,0,0,1,1,3,0
631615077,'bili_55835947950',5000,0,0,0,0,0,2,0
631615079,'bili_51463958509',5000,0,0,0,0,0,9,0
631615080,'随便zyp',5000,0,1,0,0,0,0,0
631615081,'bili_41238702790',5000,0,0,0,0,0,5,0
631615082,'bili_64911051719',5000,0,0,0,0,0,2,0
631615083,'Summer-铁柱',10000,0,0,0,0,0,0,0
631615095,'kkkkkkkkkklklkk',10000,1,0,0,0,0,16,0
631615099,'kelvin-ning',5000,0,0,0,1,0,0,0
631615100,'bili_22534094181',5000,0,0,0,0,0,3,0
631615103,'bili_54962725241',10000,0,0,0,0,0,1,0
631615125,'二次元本狂热者',10000,0,0,0,0,0,1,0
631615132,'safe9vv',10000,0,0,1,2,1,37,1
631615134,'夏日守候者',10000,0,0,0,0,0,6,1
631615135,'尹尹尹猪蹄',10000,0,0,0,0,0,0,0
631615138,'bili_65173173054',5000,0,0,0,0,0,2,0
631615140,'龙思语',10000,1,0,1,0,0,12,0
631615141,'一天炫十包辣条',10000,0,0,1,0,0,225,0
631615146,'小胡胖嘟嘟',10000,0,0,0,0,0,8,0
631615150,'小迪0020',10000,0,0,0,1,0,3,0
631615152,'南宫浮夜',10000,0,0,1,0,0,88,1
631615161,'L壹ND壹',10000,0,0,1,0,0,127,0
631615165,'bili_21469269046',5000,0,0,0,0,0,158,0
631615173,'bili_57842886473',10000,0,0,0,0,0,3,0
631615176,'bili_16729138958',5000,0,0,0,0,0,1,0
631615182,'bili_57070120975',5000,1,0,0,0,0,5,0
631615191,'Unique笑笑',10000,0,0,0,0,0,31,4
631615197,'AqianA',10000,0,0,0,0,0,11,0
631615203,'西风留旧梦',10000,0,0,1,0,0,125,0
631615205,'offseason',10000,0,0,1,2,1,72,1
631615210,'bili_62451339088',10000,0,0,0,0,0,2,0
631615213,'bili_81272248034',5000,0,0,0,0,0,2,0
631615221,'王者纸上',10000,0,0,0,0,0,25,0
631615229,'南北丫丫',5000,0,0,0,0,0,1,0
631615230,'asjjycs',10000,0,0,1,0,0,145,0
631615231,'粥粥粥粥粥-_-',10000,1,0,0,0,0,15,1
631615232,'你不是利利的',10000,0,0,0,1,1,1,0
631615233,'永远de老大',10000,0,0,0,0,0,1,0
631615238,'琴古君',10000,0,0,0,0,0,1,0
631615254,'现在是一点零五分',10000,1,0,1,1,1,191,1
631615255,'一只小白嫖党',10000,0,0,1,1,0,73,0
631615257,'是你吗是他',10000,0,0,0,0,0,47,0
631615267,'AAA光的搬运工',10000,0,0,0,0,0,13,0
631615273,'bili_56439588870',5000,0,0,0,0,0,1,0
631615280,'颜喋',10000,0,0,0,2,1,8,0
631615285,'bili_56135256173',5000,0,0,0,0,0,1,0
631615296,'bili_70037190361',5000,0,0,0,0,0,7,0
631615300,'bili_19566140645',5000,0,0,0,0,0,3,0
631615301,'战战的唇下志',10000,1,0,0,1,0,21,0
631615302,'bili_66329191631',5000,0,0,0,0,0,2,0
631615308,'bili_60096817471',10000,0,0,0,0,0,0,0
631615309,'bili_92978594034',5000,0,0,0,0,0,1,0
631615326,'怜-夕兮-嬳月',10000,1,1,1,1,0,103,0
631615329,'泽傾',10000,0,0,0,0,0,9,0
631615331,'bili_82824184167',10000,0,0,0,1,0,6,0
631615332,'bili_39995917021',10000,0,0,0,0,0,0,0
631615339,'bili_80914215982',5000,0,0,0,0,0,1,0
631615342,'风吹的火',10000,0,0,1,0,0,410,1
631615347,'回头不在思念',10000,0,0,0,1,0,3,0
631615351,'vlikeing',5000,0,1,0,0,0,19,0
631615353,'布磊好崩溃',10000,1,0,1,1,0,831,4
631615356,'专伤你的闸总',10000,0,0,1,1,0,58,146
631615358,'bili_15913391184',5000,0,0,0,0,0,3,0
631615364,'bili_36002607655',5000,0,0,0,0,0,1,0
631615366,'bili_36150115368',5000,0,0,0,0,0,2,0
631615370,'bili_50940458109',10000,0,0,0,0,0,0,0
631615371,'小姐姐来嘿嘿嘿',10000,0,0,0,0,0,0,0
631615373,'bili_28130027429',5000,0,0,0,0,0,5,0
631615381,'努尔哈赤黑',10000,0,0,0,1,0,8,0
631615387,'米兰达Prada',10000,0,0,1,1,0,184,1
631615395,'baby叫我正方形',10000,0,0,1,0,0,13,0
631615398,'bili_43887682542',5000,0,0,0,0,0,1,0
631615399,'昨夜星辰往去',10000,0,0,0,0,0,0,0
631615401,'Oo诸葛逍遥oO',10000,0,1,0,0,0,0,0
631615405,'迷之元',10000,0,1,1,1,1,5,0
631615406,'在明天之前如若还在',10000,0,0,0,0,0,7,0
631615408,'穿拖鞋不穿袜',10000,0,0,1,0,0,97,1
631615409,'1v1是Eve',10000,0,1,0,1,0,13,0
631615410,'bili_33798979665',5000,0,0,0,1,0,12,0
631615413,'bili_99294605118',10000,0,0,0,1,0,2,0
631615415,'生性张扬啊',10000,0,0,0,0,0,9,0
631615423,'淑芬芳姐夫了',10000,0,0,0,0,0,5,0
631615432,'bili_48264640934',5000,0,0,0,1,0,21,0
631615434,'bili_43316672764',10000,0,0,0,0,0,8,0
631615435,'总有一天要暴富',10000,1,0,1,0,0,37,0
631615442,'A琳吖',10000,0,1,0,0,0,5,0
631615443,'bili_77674082722',10000,0,0,0,0,0,0,0
631615449,'bili_39122048048',10000,0,0,0,0,0,0,0
631615454,'鬼马小精灵O',10000,0,1,1,1,1,213,347
631615457,'Shou医上山打老虎',10000,0,0,1,0,0,20,0
631615469,'玉米地67',10000,0,0,0,0,0,47,0
631615473,'柚子p',10000,0,0,0,0,0,0,0
631615478,'一条小MM',10000,0,0,0,0,0,23,0
631615490,'bili_29762977272',5000,0,0,0,0,0,1,0
